,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
213,Google en El Salvador,Gerald Bazin,18-04-2024,02:06:05,9,Excelente Sr. Pres.,POS,POS,0.998714209,Excellent Mr. Pres.,excelente sr  pres ,0,Excelente Sr . Pres .,5,7,19
214,Google en El Salvador,Mariita Erazo,18-04-2024,02:06:04,18,El mejor de lo mejor excelente Señor Presidente  Arriba El Salvador ,POS,POS,0.998676002,The best of the best excellent Mr. President Arriba El Salvador,el mejor de lo mejor excelente se or presidente  arriba el salvador ,0,El mejor de lo mejor excelente Se ñ or Presidente Arriba El Salvador,13,20,68
215,Google en El Salvador,Maurtua Uchuya Jackeline,18-04-2024,02:07:45,14,Si PERÚ TUVIERA UN PRESIDENTE COMO ÉL... woooo,NEU,NEU,0.987600327,If PERU HAD A PRESIDENT LIKE HIM... woooo,si per  tuviera un presidente como  l    woooo,1,Si PER Ú TUVIERA UN PRESIDENTE COMO É L . . . woooo,13,15,46
216,Google en El Salvador,Mercy Sierva D Dios,18-04-2024,02:10:59,3,Dios lo cubra y lo proteja,POS,POS,0.844365358,God cover him and protect him,dios lo cubra y lo proteja,0,Dios lo cubra y lo proteja,6,10,26
217,Google en El Salvador,Marelis Montoya,18-04-2024,02:09:39,27,"Presidente que quiere el bienestar de su pueblo. Eso es todo un potencial.

Era de la Habana CUBA.",POS,POS,0.681201816,"President who wants the well-being of his people. That's quite a potential.

He was from Havana CUBA.",presidente que quiere el bienestar de su pueblo  eso es todo un potencial   era de la habana cuba ,0,"Presidente que quiere el bienestar de su pueblo . Eso es todo un potencial . 
 
 
 
 Era de la Habana CUBA .",21,30,98
218,Google en El Salvador,Ernesto Marrokin,18-04-2024,02:08:56,4,Ahora más que nunca necesitamos de su apoyo,NEU,POS,0.994715989,Now more than ever we need your support,ahora m s que nunca necesitamos de su apoyo,1,Ahora m á s que nunca necesitamos de su apoyo,10,15,43
219,Google en El Salvador,Nelly Morales,18-04-2024,02:05:13,11,Dios lo siga usando para hacer el bien al pueblo Salvadoreño y ayudarnos a salir adelante .,POS,POS,0.894990981,May God continue to use him to do good for the Salvadoran people and help us move forward.,dios lo siga usando para hacer el bien al pueblo salvadore o y ayudarnos a salir adelante  ,0,Dios lo siga usando para hacer el bien al pueblo Salvadore ñ o y ayudarnos a salir adelante .,19,28,91
220,Google en El Salvador,Bella Roxy,18-04-2024,02:10:08,43,El Salvador  cada día está evolucionando para mejorar mucho en diferentes maneras,POS,POS,0.994161665,El Salvador is evolving every day to improve a lot in different ways,el salvador  cada d a est  evolucionando para mejorar mucho en diferentes maneras,0,El Salvador cada d í a est á evolucionando para mejorar mucho en diferentes maneras,15,24,81
221,Google en El Salvador,Carmen Onofre Cisneros,18-04-2024,02:09:51,5,El mejor presidente.....,POS,POS,0.998620629,The best president.....,el mejor presidente     ,0,El mejor presidente . . . . .,8,11,24
222,Google en El Salvador,Ana Galvan,18-04-2024,02:09:19,4,El mejor presidente,POS,POS,0.998542905,The best president,el mejor presidente,0,El mejor presidente,3,6,19
223,Google en El Salvador,Lucia Tendeza,18-04-2024,02:05:38,27,"Noboa aprende lo que hace el presidente Nayib Bukele, Bukele el mejor presidente del mundo ",POS,POS,0.997101963,"Noboa learns what President Nayib Bukele does, Bukele the best president in the world",noboa aprende lo que hace el presidente nayib bukele  bukele el mejor presidente del mundo ,0,"Noboa aprende lo que hace el presidente Nayib Bukele , Bukele el mejor presidente del mundo",16,30,91
224,Google en El Salvador,Mabel Ramirez,18-04-2024,02:19:47,30,Dios le guarde en todo momento; Señor Presidente,POS,NEU,0.888002574,May God protect you at all times; Mr. president,dios le guarde en todo momento  se or presidente,0,Dios le guarde en todo momento ; Se ñ or Presidente,11,15,48
225,Google en El Salvador,Edith Monterroza,18-04-2024,02:09:07,9,Desde Brisbane Australia  lo amo mi amado Presidente Bukele,POS,POS,0.998738468,From Brisbane Australia I love you my beloved President Bukele,desde brisbane australia  lo amo mi amado presidente bukele,0,Desde Brisbane Australia lo amo mi amado Presidente Bukele,9,15,59
226,Google en El Salvador,Amy Paranawithana,18-04-2024,02:04:55,3,Único presidente ,POS,NEU,0.996138871,sole president, nico presidente ,0,Ú nico presidente,3,4,17
227,Google en El Salvador,Pinto Mayri,18-04-2024,02:04:41,18,Guatemala pide un precidente así !!!,POS,POS,0.976623714,Guatemala asks for a precedent like this!!!,guatemala pide un precidente as     ,0,Guatemala pide un precidente as í ! ! !,9,12,36
228,Google en El Salvador,Wendy Nuñez,18-04-2024,02:09:21,2,El mejor,POS,POS,0.998561442,The best,el mejor,0,El mejor,2,4,8
229,Google en El Salvador,Velasco Eli,18-04-2024,02:06:33,5,El mejor presidente,POS,POS,0.998542905,The best president,el mejor presidente,0,El mejor presidente,3,6,19
230,Google en El Salvador,Jeff Wick,18-04-2024,02:10:04,34,Bukele is hope. I don't know what he's saying but I'm 100% sure it's something about great things happening. The world needs more Bukele.,POS,NEU,0.589357317,Bukele is hope. I don't know what he's saying but I'm 100% sure it's something about great things happening. The world needs more Bukele.,bukele is hope  i don t know what he s saying but i m 100  sure it s something about great things happening  the world needs more bukele ,0,Bukele is hope . I don ' t know what he ' s saying but I ' m 100 % sure it ' s something about great things happening . The world needs more Bukele .,36,40,137
231,Google en El Salvador,Rudy Medrano,18-04-2024,02:06:37,5,El mejor presidente ,POS,POS,0.998542905,The best president,el mejor presidente ,0,El mejor presidente,3,6,20
232,Google en El Salvador,Wendy Nuñez,18-04-2024,02:11:05,7,Admiro su inteligencia.. Dios lo bendiga.,POS,POS,0.998824656,I admire your intelligence.. God bless you.,admiro su inteligencia   dios lo bendiga ,0,Admiro su inteligencia . . Dios lo bendiga .,9,15,41
233,Google en El Salvador,Cristian Morales Quesada,18-04-2024,02:11:41,14,"Mientras el Salvador avanza en reducir la brecha social, Costa Rica pasa por su peor momento en su historia, inseguridad, detrimento de sus servicios de salud, y a la gobernanza ...",NEU,NEG,0.998631299,"While El Salvador advances in reducing the social gap, Costa Rica is going through its worst moment in its history, insecurity, detriment of its health services, and governance...",mientras el salvador avanza en reducir la brecha social  costa rica pasa por su peor momento en su historia  inseguridad  detrimento de sus servicios de salud  y a la gobernanza    ,1,"Mientras el Salvador avanza en reducir la brecha social , Costa Rica pasa por su peor momento en su historia , inseguridad , detrimento de sus servicios de salud , y a la gobernanza . . .",37,60,181
234,Google en El Salvador,Charly Guevara Hidalgo,18-04-2024,02:11:04,6,Cómo salvadoreño me siento feliz que nuestro país pueda desarrollarse para las nuevas generaciones etc,POS,POS,0.997388303,"As a Salvadoran, I feel happy that our country can develop for the new generations, etc.",c mo salvadore o me siento feliz que nuestro pa s pueda desarrollarse para las nuevas generaciones etc,0,C ó mo salvadore ñ o me siento feliz que nuestro pa í s pueda desarrollarse para las nuevas generaciones etc,21,31,102
235,Google en El Salvador,Wanakita Melgar,18-04-2024,02:02:57,4,Wow  muchas bendicionea senor precidente,POS,POS,0.797764123,"Wow, many blessings, Mr. President.",wow  muchas bendicionea senor precidente,0,Wow muchas bendicionea senor precidente,5,11,40
236,Google en El Salvador,Flor Silvestre,18-04-2024,02:24:08,6,Se fue la señal,NEU,NEG,0.998311162,The signal went away,se fue la se al,1,Se fue la se ñ al,6,6,15
237,Google en El Salvador,Yanira Maricela Melara,18-04-2024,02:07:29,8,Me llega nuevas oportunidades para empleos.,POS,POS,0.520590961,I get new opportunities for jobs.,me llega nuevas oportunidades para empleos ,0,Me llega nuevas oportunidades para empleos .,7,15,43
238,Google en El Salvador,Rosy Blanco,18-04-2024,02:12:03,5,Excelente Presidente ,POS,POS,0.998727024,Excellent President,excelente presidente ,0,Excelente Presidente,2,4,21
239,Google en El Salvador,Javier Rivera,18-04-2024,02:03:27,5,Excelente precidente,POS,POS,0.99812907,Excellent precedent,excelente precidente,0,Excelente precidente,2,5,20
240,Google en El Salvador,Xiomara Acevedo,18-04-2024,02:03:30,3,Bravo ,POS,POS,0.983473122,Bravo,bravo ,0,Bravo,1,1,6
241,Google en El Salvador,Panel Clear,18-04-2024,02:04:48,3,En Cuba necesitamos alguien como usted,POS,NEU,0.945815504,In Cuba we need someone like you,en cuba necesitamos alguien como usted,0,En Cuba necesitamos alguien como usted,6,12,38
242,Google en El Salvador,Elisabeth Cardosa Cardosa,18-04-2024,02:02:48,3,NUESTRO PRECIDENTE ES UNICO,POS,NEU,0.998876751,OUR PRECIDENT IS UNIQUE,nuestro precidente es unico,0,NUESTRO PRECIDENTE ES UNICO,4,9,27
243,Google en El Salvador,Lilia Fuertes Flores,18-04-2024,02:08:46,6,"Que bendición del País El Salvador,  su presidente",POS,POS,0.998278976,"What a blessing to the Country El Salvador, its president",que bendici n del pa s el salvador   su presidente,0,"Que bendici ó n del Pa í s El Salvador , su presidente",13,13,50
244,Google en El Salvador,Saul Saul Calles,18-04-2024,02:04:24,5,Bravo ,POS,POS,0.983473122,Bravo,bravo ,0,Bravo,1,1,6
245,Google en El Salvador,Edgardo Hernandez Rodriguez,18-04-2024,02:08:24,6,El. Mejor del mundo,POS,POS,0.998402536,The best in the world,el  mejor del mundo,0,El . Mejor del mundo,5,7,19
246,Google en El Salvador,Mirna Guzmán,18-04-2024,02:05:09,6,Bravo!!!,POS,POS,0.99848336,Bravo!!!,bravo   ,0,Bravo ! ! !,4,4,8
247,Google en El Salvador,Elmer A. Molina,18-04-2024,02:05:35,2,Buena propuesta ,POS,POS,0.998671532,Good suggestion,buena propuesta ,0,Buena propuesta,2,4,16
248,Google en El Salvador,Agustina Cabral,18-04-2024,02:05:50,5,Muy bien precidente,POS,POS,0.998386145,Very good precedent,muy bien precidente,0,Muy bien precidente,3,6,19
249,Google en El Salvador,Yaniela Lisbet Pérez León,18-04-2024,02:08:46,4,El presidente que necesita Cuba,POS,POS,0.996659279,The president that Cuba needs,el presidente que necesita cuba,0,El presidente que necesita Cuba,5,8,31
250,Google en El Salvador,Osmin Montoya Aguilar,18-04-2024,02:11:08,3,Amén,NEU,POS,0.988238037,Amen,am n,1,Am é n,3,2,4
251,Google en El Salvador,Nisan Efe,18-04-2024,02:05:47,3,Cuba necesita un bukele,POS,NEU,0.986008942,Cuba needs a bukele,cuba necesita un bukele,0,Cuba necesita un bukele,4,8,23
252,Google en El Salvador,Edgardo Luis,18-04-2024,02:06:59,6,Este  da cátedra al mundo entero.,NEU,NEU,0.984255612,This teaches the entire world.,este  da c tedra al mundo entero ,1,Este da c á tedra al mundo entero .,9,10,33
253,Google en El Salvador,Blanca Elizabeth Vasquez,18-04-2024,02:10:12,1,Super ,NEU,POS,0.997811735,Super,super ,1,Super,1,1,6
254,Google en El Salvador,Infante Pepe,18-04-2024,02:03:22,6,Q buen presidente asi saliera una aca en el  Perú no asi como esos delincuentes q estan q gobiernan ahorita,NEG,NEG,0.997160077,"What a good president, if someone came out here in Peru, not like those criminals who govern right now",q buen presidente asi saliera una aca en el  per  no asi como esos delincuentes q estan q gobiernan ahorita,2,Q buen presidente asi saliera una aca en el Per ú no asi como esos delincuentes q estan q gobiernan ahorita,21,37,107
255,Google en El Salvador,Calderon AnnaLizzbeth,20-04-2024,00:43:35,1,Jeff Wick Exacto!!!,NEU,POS,0.54220432,Jeff Wick Exactly!!!,jeff wick exacto   ,1,Jeff Wick Exacto ! ! !,6,8,19
256,Google en El Salvador,Karina Melini,20-04-2024,00:18:10,1,Jeff Wick Definitely ,NEU,NEU,0.998197258,Jeff Wick Definitely,jeff wick definitely ,1,Jeff Wick Definitely,3,4,21
257,Google en El Salvador,Isabel Cardoza,18-04-2024,03:08:40,5,"Jeff Wick he brings growth and a vision beyond anyone around him can see. He loves his people because Salvadorians have suffered yet survived.  He sees that drive as inspiration.  Salvadorans do not seek a handout, they seek opportunity and they will work for it.  Growth is inevitable because Bukele’s leadership is grounded in God and God said, bless those who believed but did not see.  Our country believes and that believe is our drive.",POS,NEU,0.863540113,"Jeff Wick he brings growth and a vision beyond anyone around him can see. He loves his people because Salvadorians have suffered yet survived. He sees that drive as inspiration. Salvadorans do not seek a handout, they seek opportunity and they will work for it. Growth is inevitable because Bukele's leadership is grounded in God and God said, bless those who believed but did not see. Our country believes and that believe is our drive.",jeff wick he brings growth and a vision beyond anyone around him can see  he loves his people because salvadorians have suffered yet survived   he sees that drive as inspiration   salvadorans do not seek a handout  they seek opportunity and they will work for it   growth is inevitable because bukele s leadership is grounded in god and god said  bless those who believed but did not see   our country believes and that believe is our drive ,0,"Jeff Wick he brings growth and a vision beyond anyone around him can see . He loves his people because Salvadorians have suffered yet survived . He sees that drive as inspiration . Salvadorans do not seek a handout , they seek opportunity and they will work for it . Growth is inevitable because Bukele ’ s leadership is grounded in God and God said , bless those who believed but did not see . Our country believes and that believe is our drive .",85,91,441
258,Google en El Salvador,Luis Antonio,18-04-2024,02:55:31,1,"Jeff Wick thank you man his just 1 of kind, his a good man",POS,POS,0.997836888,"Jeff Wick thank you man his just 1 of kind, his a good man",jeff wick thank you man his just 1 of kind  his a good man,0,"Jeff Wick thank you man his just 1 of kind , his a good man",15,16,58
259,Google en El Salvador,Francisco Javier Dominguez,18-04-2024,02:15:50,1,Jeff Wick  OK Totally agree,NEU,NEU,0.939505816,Jeff Wick OK Totally agree,jeff wick  ok totally agree,1,Jeff Wick OK Totally agree,5,6,27
260,Google en El Salvador,Andres Darwin,21-04-2024,00:47:54,0,Lucia Tendeza el esta haciendo lo mejor,POS,POS,0.998237133,Lucia Tendeza he is doing the best,lucia tendeza el esta haciendo lo mejor,0,Lucia Tendeza el esta haciendo lo mejor,7,13,39
261,Google en El Salvador,Richard Ford,20-04-2024,23:37:37,0,"Edith Monterroza ⭒ hola debo decir que tienes una atracción tremenda en tu hermoso perfil.  Normalmente no está escrito en la sección de comentarios.  Creo que te mereces este comentario.  Lamento mucho entrometerme, pero sólo quiero que seamos amigos porque pareces agradable.  No quiero ser demasiado grosero al enviarle una solicitud sin su permiso.  Por eso te pido, si te conviene envíame una solicitud de amistad.",NEU,NEU,0.996691346,"Edith Monterroza ⭒ Hello, I must say that you have a tremendous attraction in your beautiful profile. It's usually not written in the comments section. I think you deserve this comment. I'm really sorry to butt in, but I just want to be friends because you seem nice. I don't want to be too rude by sending you a request without your permission. That's why I ask you, if it's convenient for you, send me a friend request.",edith monterroza  hola debo decir que tienes una atracci n tremenda en tu hermoso perfil   normalmente no est  escrito en la secci n de comentarios   creo que te mereces este comentario   lamento mucho entrometerme  pero s lo quiero que seamos amigos porque pareces agradable   no quiero ser demasiado grosero al enviarle una solicitud sin su permiso   por eso te pido  si te conviene env ame una solicitud de amistad ,1,"Edith Monterroza ⭒ hola debo decir que tienes una atracci ó n tremenda en tu hermoso perfil . Normalmente no est á escrito en la secci ó n de comentarios . Creo que te mereces este comentario . Lamento mucho entrometerme , pero s ó lo quiero que seamos amigos porque pareces agradable . No quiero ser demasiado grosero al enviarle una solicitud sin su permiso . Por eso te pido , si te conviene env í ame una solicitud de amistad .",83,136,418
262,Google en El Salvador,Merissa Korkmaz,21-04-2024,00:03:17,0,Edgardo Luis ❤️,NEU,NEU,0.94139266,Edgardo Luis ❤️,edgardo luis ,1,Edgardo Luis ❤ ️,4,4,13
263,Google en El Salvador,Silvia Waimann,19-04-2024,22:09:16,0,Pinto Mayri Argentina también,NEU,NEU,0.99733448,I pinto Mayri Argentina too,pinto mayri argentina tambi n,1,Pinto Mayri Argentina tambi é n,6,7,29
264,Google en El Salvador,Alejandra Rugerio,18-04-2024,05:22:06,0,Pinto Mayri México  tambien,NEU,NEU,0.997678578,I paint Mayri Mexico too,pinto mayri m xico  tambien,1,Pinto Mayri M é xico tambien,6,7,27
265,Google en El Salvador,Blanqui Méndez,18-04-2024,04:27:54,0,Pinto Mayri siiiii,NEU,NEU,0.818586052,Pinto Mayri yesss,pinto mayri siiiii,1,Pinto Mayri siiiii,3,6,18
266,Google en El Salvador,Maria Aguilar,18-04-2024,02:21:20,0,Si esexlente presidente,POS,NEU,0.972313881,If he is excellent president,si esexlente presidente,0,Si esexlente presidente,3,7,23
267,Google en El Salvador,Merissa Korkmaz,21-04-2024,00:03:19,1,Osmin Montoya Aguilar ❤️,NEU,NEU,0.983774066,Osmin Montoya Aguilar ❤️,osmin montoya aguilar ,1,Osmin Montoya Aguilar ❤ ️,5,8,22
268,Google en El Salvador,Carlos Marquez,18-04-2024,14:16:23,0,Marelis Montoya yes  applause,NEU,NEU,0.998397887,Marelis Montoya yes applause,marelis montoya yes  applause,1,Marelis Montoya yes applause,4,6,29
269,Google en El Salvador,Juan Canas,18-04-2024,21:28:57,0,Bella Roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprecándose millones de dólares sinbalor,NEG,NEG,0.991607189,Bella Roxy for the sake of the proccimos sinco anosbamos there were those who manage to discover all that borrowed money like the Americans imprecating millions of dollars without worth,bella roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprec ndose millones de d lares sinbalor,2,Bella Roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprec á ndose millones de d ó lares sinbalor,31,53,175
270,Google en El Salvador,Jose Flores,18-04-2024,20:24:29,0,Kaarii Guti muy chivo irías a las playas y regresarías sano a casa. Andarías sin peligro por donde te gusta pasear  de día. Igual como de noche.,POS,NEU,0.985539794,"Kaarii Guti, very young, you would go to the beaches and return home healthy. You would walk safely where you like to walk during the day. Just like at night.",kaarii guti muy chivo ir as a las playas y regresar as sano a casa  andar as sin peligro por donde te gusta pasear  de d a  igual como de noche ,0,Kaarii Guti muy chivo ir í as a las playas y regresar í as sano a casa . Andar í as sin peligro por donde te gusta pasear de d í a . Igual como de noche .,38,52,144
271,Google en El Salvador,Anilu Ri Manci,18-04-2024,14:10:30,0,Kaarii Gutivengace acá amamos y acogemos a los extranjeros..,NEU,POS,0.94865036,Kaarii Gutivengace here we love and welcome foreigners..,kaarii gutivengace ac  amamos y acogemos a los extranjeros  ,1,Kaarii Gutivengace ac á amamos y acogemos a los extranjeros . .,12,23,60
272,Google en El Salvador,Martínez Anita,18-04-2024,02:48:22,3,Kaarii Guti Bienvenido la puerta están abiertas,NEU,NEU,0.844033122,Kaarii Guti Welcome the door is open,kaarii guti bienvenido la puerta est n abiertas,1,Kaarii Guti Bienvenido la puerta est á n abiertas,9,17,47
273,Google en El Salvador,Karina Melini,20-04-2024,00:16:27,0,Maurtua Uchuya Jackeline Si Estados Unidos tuviera un 10% de Bukele ,NEU,NEU,0.944915175,Maurtua Uchuya Jackeline If the United States had 10% of Bukele,maurtua uchuya jackeline si estados unidos tuviera un 10  de bukele ,1,Maurtua Uchuya Jackeline Si Estados Unidos tuviera un 10 % de Bukele,12,25,68
274,Google en El Salvador,Carlos Divi,19-04-2024,04:20:20,1,Maurtua Uchuya Jackeline Los caviares lo destrozan,NEU,NEG,0.998655796,Maurtua Uchuya Jackeline The caviars destroy it,maurtua uchuya jackeline los caviares lo destrozan,1,Maurtua Uchuya Jackeline Los caviares lo destrozan,7,17,50
275,Google en El Salvador,C̤'̤E̤s̤t̤ L̤a̤ M̤o̤r̤t̤,18-04-2024,02:01:04,3,Genial,NEU,POS,0.998587728,Brilliant,genial,1,Genial,1,2,6
276,Google en El Salvador,Noe Orellana,18-04-2024,02:09:54,3,Gloria aDios ,NEU,POS,0.989366591,Glory to God,gloria adios ,1,Gloria aDios,2,3,13
277,Google en El Salvador,Gustavo Orellana,18-04-2024,02:11:12,2,Amen ❤️,NEU,NEU,0.989711523,Amen ❤️,amen ,1,Amen ❤ ️,3,3,5
278,Google en El Salvador,Jose Sanchez,18-04-2024,02:02:52,3,Hola ,NEU,NEU,0.941495597,Hello,hola ,1,Hola,1,2,5
279,Google en El Salvador,María Alexandra Ramos,18-04-2024,02:10:26,8, Necesitamos un BUKELE en Guatemala!!!!,POS,NEU,0.990779519, We need a BUKELE in Guatemala!!!!, necesitamos un bukele en guatemala    ,0,Necesitamos un BUKELE en Guatemala ! ! ! !,9,14,39
280,Google en El Salvador,Cynthia Scarola,18-04-2024,02:07:05,2,The best!!! From New York!!!,NEU,POS,0.998243928,The best!!! From New York!!!,the best    from new york   ,1,The best ! ! ! From New York ! ! !,11,11,28
281,Google en El Salvador,Ferch Link,18-04-2024,02:06:29,3,Al fin podremos recuperar la contraseña para entrar a free fire.,NEU,NEU,0.592729151,Finally we can recover the password to enter Free Fire.,al fin podremos recuperar la contrase a para entrar a free fire ,1,Al fin podremos recuperar la contrase ñ a para entrar a free fire .,14,21,64
282,Google en El Salvador,Alifa Fonzié,18-04-2024,02:03:10,0,Bonjour depuis dubaï,NEU,POS,0.97123915,Bonjour after dubai,bonjour depuis duba ,1,Bonjour depuis duba ï,4,7,20
283,Google en El Salvador,Jeff Ros,18-04-2024,02:09:11,0,Unifique Centroamerica .. Sr Bukele,NEG,NEU,0.99897027,Unify Central America .. Mr Bukele,unifique centroamerica    sr bukele,2,Unifique Centroamerica . . Sr Bukele,6,12,35
284,Google en El Salvador,Ventura Martinez,18-04-2024,02:06:01,6,Excelente porque cuando yo estudié de1996 a 2008 todo era pagado y es bueno lo que está haciendo por los niños y jóvenes,POS,POS,0.99822098,Excellent because when I studied from 1996 to 2008 everything was paid for and what it is doing for children and young people is good,excelente porque cuando yo estudi  de1996 a 2008 todo era pagado y es bueno lo que est  haciendo por los ni os y j venes,0,Excelente porque cuando yo estudi é de 1996 a 2008 todo era pagado y es bueno lo que est á haciendo por los ni ñ os y j ó venes,30,41,120
285,Google en El Salvador,Mercy Sierva D Dios,18-04-2024,02:06:30,14,Dios bendiga a El Salvador  y todo su pueblo.,NEU,POS,0.973771513,God bless El Salvador and all its people.,dios bendiga a el salvador  y todo su pueblo ,1,Dios bendiga a El Salvador y todo su pueblo .,10,13,45
286,Google en El Salvador,Alexis Vigil Campos,18-04-2024,02:17:27,11,El Salvador como Ejemplo en Latino America! ,POS,NEU,0.952055872,El Salvador as an Example in Latin America!,el salvador como ejemplo en latino america  ,0,El Salvador como Ejemplo en Latino America !,8,11,44
287,Google en El Salvador,Idania Leiva,18-04-2024,17:26:56,1,"Eso no solo representa superación en el país, también representa una fuente de trabajo para la población,  el mejor presidente",POS,POS,0.998422504,"That not only represents improvement in the country, it also represents a source of work for the population, the best president",eso no solo representa superaci n en el pa s  tambi n representa una fuente de trabajo para la poblaci n   el mejor presidente,0,"Eso no solo representa superaci ó n en el pa í s , tambi é n representa una fuente de trabajo para la poblaci ó n , el mejor presidente",30,37,126
288,Google en El Salvador,M Carlos Sumano Diaz,18-04-2024,02:21:20,8,"Cómo se le admira al Presidente de El Salvador, soy de Oaxaca México, me gustaría viajar a su país y ver la maravilla de transformación... Un país seguro..",POS,POS,0.998035848,"How you admire the President of El Salvador, I am from Oaxaca Mexico, I would like to travel to your country and see the wonder of transformation... A safe country..",c mo se le admira al presidente de el salvador  soy de oaxaca m xico  me gustar a viajar a su pa s y ver la maravilla de transformaci n    un pa s seguro  ,0,"C ó mo se le admira al Presidente de El Salvador , soy de Oaxaca M é xico , me gustar í a viajar a su pa í s y ver la maravilla de transformaci ó n . . . Un pa í s seguro . .",47,48,155
289,Google en El Salvador,Rosa Coniham,18-04-2024,21:59:45,1,"Nayib Bukele excelente,  lo Mega admiro eres de lo mejor que tiene El Salvador ,  saludos desde Roatan islas de la
Bahía honduras ",POS,POS,0.998816848,"Nayib Bukele is excellent, I greatly admire you, you are one of the best that El Salvador has, greetings from Roatan islands of the
honduras bay",nayib bukele excelente   lo mega admiro eres de lo mejor que tiene el salvador    saludos desde roatan islas de la bah a honduras ,0,"Nayib Bukele excelente , lo Mega admiro eres de lo mejor que tiene El Salvador , saludos desde Roatan islas de la 
 
 Bah í a honduras",26,40,130
290,Google en El Salvador,Veronica Rosado,18-04-2024,02:32:38,3,Incredible realmente maravilloso lo que esta haciendo el mejor presidente del Mundo!! Bendiciones y siga Adelanto Senor Presidente Nayib Bukele.,POS,POS,0.99859041,"Incredible, truly wonderful, what the best president in the world is doing!! Blessings and continue Advancement Mr. President Nayib Bukele.",incredible realmente maravilloso lo que esta haciendo el mejor presidente del mundo   bendiciones y siga adelanto senor presidente nayib bukele ,0,Incredible realmente maravilloso lo que esta haciendo el mejor presidente del Mundo ! ! Bendiciones y siga Adelanto Senor Presidente Nayib Bukele .,23,42,144
291,Google en El Salvador,Robert Escobar,18-04-2024,02:24:47,4,Acabo de estar en El salvador use Google map para todo y me quede muy satisfecho  de el servio de google,NEU,POS,0.998009503,"I was just in El Salvador, I used Google map for everything and I was very satisfied with Google's service.",acabo de estar en el salvador use google map para todo y me quede muy satisfecho  de el servio de google,1,Acabo de estar en El salvador use Google map para todo y me quede muy satisfecho de el servio de google,21,31,104
292,Google en El Salvador,Audelia Umaña,18-04-2024,02:17:14,3,"El  PRESIDENTE SIGUE MEJORANDO EL SALVADOR.
 GRACIAS A DIOS POR HABERNOS DADO A ESTE EXELENTE HOMBRE PARA GOBERNAR NUESTRO PAÍS ♥️❤☘",POS,POS,0.877719641,"""The PRESIDENT CONTINUES IMPROVING EL SALVADOR.
 THANK GOD FOR HAVING GIVEN US THIS EXCELLENT MAN TO GOVERN OUR COUNTRY ♥️❤☘",el  presidente sigue mejorando el salvador   gracias a dios por habernos dado a este exelente hombre para gobernar nuestro pa s ,0,"El PRESIDENTE SIGUE MEJORANDO EL SALVADOR . 
 
 GRACIAS A DIOS POR HABERNOS DADO A ESTE EXELENTE HOMBRE PARA GOBERNAR NUESTRO PA Í S ♥ ️ ❤ ☘",27,41,128
293,Google en El Salvador,Hada Leticia Gomez Moreno,18-04-2024,13:09:08,4,Gracias por transformar el Salvador y el mundo enteroNAYIB BUKELE  DESDE HONDURAS,POS,POS,0.991844952,Thank you for transforming El Salvador and the entire world NAYIB BUKELE FROM HONDURAS,gracias por transformar el salvador y el mundo enteronayib bukele  desde honduras,0,Gracias por transformar el Salvador y el mundo enteroNAYIB BUKELE DESDE HONDURAS,12,21,81
294,Google en El Salvador,Sandra Nuevas Ideas Benitez,18-04-2024,03:01:06,7,"Como nuestro presidente Nayib Bukele, no hay dos  Dios nos lo bendiga y lo proteja de todo peligro..!!",POS,POS,0.993167102,"Like our president Nayib Bukele, there are no two. May God bless us and protect him from all danger..!!",como nuestro presidente nayib bukele  no hay dos  dios nos lo bendiga y lo proteja de todo peligro    ,0,"Como nuestro presidente Nayib Bukele , no hay dos Dios nos lo bendiga y lo proteja de todo peligro . . ! !",23,37,102
295,Google en El Salvador,Angela Vasquez,19-04-2024,01:10:45,3,Dios lo bendiga presidente por lo que está asiendo con el país el salvador,POS,POS,0.995571613,God bless you president for what El Salvador is doing with the country,dios lo bendiga presidente por lo que est  asiendo con el pa s el salvador,0,Dios lo bendiga presidente por lo que est á asiendo con el pa í s el salvador,17,21,74
296,Google en El Salvador,Loly Castellon,18-04-2024,03:32:41,3,"El Salvador, nuestro pequeño gigante. Es obvio cuando entregaron la bendición al presidente y le dijeron El Salvador será cabeza y Noooo cola, sigue dando de que hablar en el mundo.",POS,NEG,0.992372751,"El Salvador, our little giant. It is obvious when they gave the blessing to the president and told him El Salvador will be the head and Noooo the tail, it continues to cause something to talk about in the world.",el salvador  nuestro peque o gigante  es obvio cuando entregaron la bendici n al presidente y le dijeron el salvador ser  cabeza y noooo cola  sigue dando de que hablar en el mundo ,0,"El Salvador , nuestro peque ñ o gigante . Es obvio cuando entregaron la bendici ó n al presidente y le dijeron El Salvador ser á cabeza y Noooo cola , sigue dando de que hablar en el mundo .",40,57,181
