,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),processed_text,sentiment_numeric,tokenized_review,Text_Clean
203,Reel,Wuilmes Smig,19-04-2024,18:34:19,0,Gloria al que merece al Señor  por todas las cosas aleluya,NEU,POS,0.9703058,Glory to him who deserves the Lord for all things hallelujah,glori merec señor tod cos alelu,1,Gloria al que merece al Se ñ or por todas las cosas aleluya,gloria al que merece al se or  por todas las cosas aleluya
204,Reel,Florcita Erroa,19-04-2024,01:45:44,0,"Que elegancia precidente como siempre    esa es la envidia de los feos del frente   bendiciones a todo su gabinete de gobierno y a su  linda familia  que Dios los cuide ,",POS,POS,0.998878181,"What elegant elegance as always, that is the envy of the ugly people from the front. Blessings to your entire government cabinet and your beautiful family. May God take care of you.",eleg precident siempr envidi feo frent bendicion gabinet gobiern lind famili dios cuid,0,"Que elegancia precidente como siempre esa es la envidia de los feos del frente bendiciones a todo su gabinete de gobierno y a su linda familia que Dios los cuide ,",que elegancia precidente como siempre    esa es la envidia de los feos del frente   bendiciones a todo su gabinete de gobierno y a su  linda familia  que dios los cuide  
205,Google en El Salvador,Miguel Lizana,18-04-2024,07:45:28,40,Excelente Presidente!!!,POS,POS,0.998563469,Excellent President!!!,excelent president,0,Excelente Presidente ! ! !,excelente presidente   
206,Google en El Salvador,Gladis Jurado,18-04-2024,02:08:13,39,"Dios de sabiduría a nuestro presidente Bukele.
Avanzando con ayuda de Dios.",POS,POS,0.998346448,"God of wisdom to our president Bukele.
Moving forward with the help of God.",dio sabidu president bukel avanz ayud dios,0,"Dios de sabidur í a a nuestro presidente Bukele .  
 Avanzando con ayuda de Dios .",dios de sabidur a a nuestro presidente bukele  avanzando con ayuda de dios 
207,Google en El Salvador,Leodan Menjivar,18-04-2024,02:04:24,67,"Que dirán aquellos que no quieren ver prosperar a El Salvador , por ideologías absurdas o por sus propios intereses",NEG,NEG,0.999126256,"What will those who do not want to see El Salvador prosper, due to absurd ideologies or their own interests, say?",dec aquel quer ver prosper salvador ideolog absurd propi interes,2,"Que dir á n aquellos que no quieren ver prosperar a El Salvador , por ideolog í as absurdas o por sus propios intereses",que dir n aquellos que no quieren ver prosperar a el salvador   por ideolog as absurdas o por sus propios intereses
208,Google en El Salvador,Eliz ぁ,18-04-2024,02:04:04,39,El mejor Presidente de Latinoamérica,POS,POS,0.998289883,The best President of Latin America,mejor president latinoamer,0,El mejor Presidente de Latinoam é rica,el mejor presidente de latinoam rica
209,Google en El Salvador,Alex Devia Cruz Opinemos,18-04-2024,02:02:32,22,Difícil llegue un Presidente en toda la historia de la humanidad ,NEG,NEG,0.999314547,It is difficult for a President to arrive in the entire history of humanity,dificil lleg president tod histori human,2,Dif í cil llegue un Presidente en toda la historia de la humanidad,dif cil llegue un presidente en toda la historia de la humanidad 
210,Google en El Salvador,Kaarii Guti,18-04-2024,02:04:32,34,Soy de Chile cuando veo este país digo que lindo que logren tanto . Me iría para allá jiji,POS,POS,0.998547614,"I'm from Chile, when I see this country I say how nice it is that they achieve so much. I would go there hehe",chil veo pais dec lind logr ir alla jiji,0,Soy de Chile cuando veo este pa í s digo que lindo que logren tanto . Me ir í a para all á jiji,soy de chile cuando veo este pa s digo que lindo que logren tanto   me ir a para all  jiji
211,Google en El Salvador,Fatima Esmeralda Ascencio,18-04-2024,02:03:05,46,Gracias presidente Nayib Bukele por convertir a El Salvador en el hub tecnológico de la región. ✨,POS,POS,0.998109698,Thank you President Nayib Bukele for turning El Salvador into the technological hub of the region. ✨,graci president nayib bukel convert salvador hub tecnolog region,0,Gracias presidente Nayib Bukele por convertir a El Salvador en el hub tecnol ó gico de la regi ó n . ✨,gracias presidente nayib bukele por convertir a el salvador en el hub tecnol gico de la regi n  
212,Google en El Salvador,Sarah Ch,18-04-2024,02:11:53,25,Tio Nayik gracias por existir,POS,POS,0.967522621,Uncle Nayik thank you for existing,tio nayik graci exist,0,Tio Nayik gracias por existir,tio nayik gracias por existir
213,Google en El Salvador,Gerald Bazin,18-04-2024,02:06:05,9,Excelente Sr. Pres.,POS,POS,0.998714209,Excellent Mr. Pres.,excelent sr pr,0,Excelente Sr . Pres .,excelente sr  pres 
214,Google en El Salvador,Mariita Erazo,18-04-2024,02:06:04,18,El mejor de lo mejor excelente Señor Presidente  Arriba El Salvador ,POS,POS,0.998676002,The best of the best excellent Mr. President Arriba El Salvador,mejor mejor excelent señor president arrib salvador,0,El mejor de lo mejor excelente Se ñ or Presidente Arriba El Salvador,el mejor de lo mejor excelente se or presidente  arriba el salvador 
215,Google en El Salvador,Maurtua Uchuya Jackeline,18-04-2024,02:07:45,14,Si PERÚ TUVIERA UN PRESIDENTE COMO ÉL... woooo,NEU,NEU,0.987600327,If PERU HAD A PRESIDENT LIKE HIM... woooo,si peru president wooo,1,Si PER Ú TUVIERA UN PRESIDENTE COMO É L . . . woooo,si per  tuviera un presidente como  l    woooo
216,Google en El Salvador,Mercy Sierva D Dios,18-04-2024,02:10:59,3,Dios lo cubra y lo proteja,POS,POS,0.844365358,God cover him and protect him,dio cubr protej,0,Dios lo cubra y lo proteja,dios lo cubra y lo proteja
217,Google en El Salvador,Marelis Montoya,18-04-2024,02:09:39,27,"Presidente que quiere el bienestar de su pueblo. Eso es todo un potencial.

Era de la Habana CUBA.",POS,POS,0.681201816,"President who wants the well-being of his people. That's quite a potential.

He was from Havana CUBA.",president quer bienest puebl potencial haban cub,0,"Presidente que quiere el bienestar de su pueblo . Eso es todo un potencial .  
  
 Era de la Habana CUBA .",presidente que quiere el bienestar de su pueblo  eso es todo un potencial   era de la habana cuba 
218,Google en El Salvador,Ernesto Marrokin,18-04-2024,02:08:56,4,Ahora más que nunca necesitamos de su apoyo,NEU,POS,0.994715989,Now more than ever we need your support,ahor nunc necesit apoy,1,Ahora m á s que nunca necesitamos de su apoyo,ahora m s que nunca necesitamos de su apoyo
219,Google en El Salvador,Nelly Morales,18-04-2024,02:05:13,11,Dios lo siga usando para hacer el bien al pueblo Salvadoreño y ayudarnos a salir adelante .,POS,POS,0.894990981,May God continue to use him to do good for the Salvadoran people and help us move forward.,dio segu usar hac bien puebl salvadoreñ ayudarn sal adel,0,Dios lo siga usando para hacer el bien al pueblo Salvadore ñ o y ayudarnos a salir adelante .,dios lo siga usando para hacer el bien al pueblo salvadore o y ayudarnos a salir adelante  
220,Google en El Salvador,Bella Roxy,18-04-2024,02:10:08,43,El Salvador  cada día está evolucionando para mejorar mucho en diferentes maneras,POS,POS,0.994161665,El Salvador is evolving every day to improve a lot in different ways,salvador cad dia evolucion mejor diferent maner,0,El Salvador cada d í a est á evolucionando para mejorar mucho en diferentes maneras,el salvador  cada d a est  evolucionando para mejorar mucho en diferentes maneras
221,Google en El Salvador,Carmen Onofre Cisneros,18-04-2024,02:09:51,5,El mejor presidente.....,POS,POS,0.998620629,The best president.....,mejor president,0,El mejor presidente . . . . .,el mejor presidente     
222,Google en El Salvador,Ana Galvan,18-04-2024,02:09:19,4,El mejor presidente,POS,POS,0.998542905,The best president,mejor president,0,El mejor presidente,el mejor presidente
223,Google en El Salvador,Lucia Tendeza,18-04-2024,02:05:38,27,"Noboa aprende lo que hace el presidente Nayib Bukele, Bukele el mejor presidente del mundo ",POS,POS,0.997101963,"Noboa learns what President Nayib Bukele does, Bukele the best president in the world",nobo aprend hac president nayib bukel bukel mejor president mund,0,"Noboa aprende lo que hace el presidente Nayib Bukele , Bukele el mejor presidente del mundo",noboa aprende lo que hace el presidente nayib bukele  bukele el mejor presidente del mundo 
224,Google en El Salvador,Mabel Ramirez,18-04-2024,02:19:47,30,Dios le guarde en todo momento; Señor Presidente,POS,NEU,0.888002574,May God protect you at all times; Mr. president,dio guard moment señor president,0,Dios le guarde en todo momento ; Se ñ or Presidente,dios le guarde en todo momento  se or presidente
225,Google en El Salvador,Edith Monterroza,18-04-2024,02:09:07,9,Desde Brisbane Australia  lo amo mi amado Presidente Bukele,POS,POS,0.998738468,From Brisbane Australia I love you my beloved President Bukele,brisban australi amo amad president bukel,0,Desde Brisbane Australia lo amo mi amado Presidente Bukele,desde brisbane australia  lo amo mi amado presidente bukele
226,Google en El Salvador,Amy Paranawithana,18-04-2024,02:04:55,3,Único presidente ,POS,NEU,0.996138871,sole president,unic president,0,Ú nico presidente, nico presidente 
227,Google en El Salvador,Pinto Mayri,18-04-2024,02:04:41,18,Guatemala pide un precidente así !!!,POS,POS,0.976623714,Guatemala asks for a precedent like this!!!,guatemal ped precident asi,0,Guatemala pide un precidente as í ! ! !,guatemala pide un precidente as     
228,Google en El Salvador,Wendy Nuñez,18-04-2024,02:09:21,2,El mejor,POS,POS,0.998561442,The best,mejor,0,El mejor,el mejor
229,Google en El Salvador,Velasco Eli,18-04-2024,02:06:33,5,El mejor presidente,POS,POS,0.998542905,The best president,mejor president,0,El mejor presidente,el mejor presidente
230,Google en El Salvador,Jeff Wick,18-04-2024,02:10:04,34,Bukele is hope. I don't know what he's saying but I'm 100% sure it's something about great things happening. The world needs more Bukele.,POS,NEU,0.589357317,Bukele is hope. I don't know what he's saying but I'm 100% sure it's something about great things happening. The world needs more Bukele.,bukel is hop i don t know what s saying but i m 100 sur it s something about great things happening the world needs mor bukel,0,Bukele is hope . I don ' t know what he ' s saying but I ' m 100 % sure it ' s something about great things happening . The world needs more Bukele .,bukele is hope  i don t know what he s saying but i m 100  sure it s something about great things happening  the world needs more bukele 
231,Google en El Salvador,Rudy Medrano,18-04-2024,02:06:37,5,El mejor presidente ,POS,POS,0.998542905,The best president,mejor president,0,El mejor presidente,el mejor presidente 
232,Google en El Salvador,Wendy Nuñez,18-04-2024,02:11:05,7,Admiro su inteligencia.. Dios lo bendiga.,POS,POS,0.998824656,I admire your intelligence.. God bless you.,admir inteligent dio bendig,0,Admiro su inteligencia . . Dios lo bendiga .,admiro su inteligencia   dios lo bendiga 
233,Google en El Salvador,Cristian Morales Quesada,18-04-2024,02:11:41,14,"Mientras el Salvador avanza en reducir la brecha social, Costa Rica pasa por su peor momento en su historia, inseguridad, detrimento de sus servicios de salud, y a la gobernanza ...",NEU,NEG,0.998631299,"While El Salvador advances in reducing the social gap, Costa Rica is going through its worst moment in its history, insecurity, detriment of its health services, and governance...",mientr salvador avanz reduc brech social cost ric pas peor moment histori insegur detriment servici salud gobern,1,"Mientras el Salvador avanza en reducir la brecha social , Costa Rica pasa por su peor momento en su historia , inseguridad , detrimento de sus servicios de salud , y a la gobernanza . . .",mientras el salvador avanza en reducir la brecha social  costa rica pasa por su peor momento en su historia  inseguridad  detrimento de sus servicios de salud  y a la gobernanza    
234,Google en El Salvador,Charly Guevara Hidalgo,18-04-2024,02:11:04,6,Cómo salvadoreño me siento feliz que nuestro país pueda desarrollarse para las nuevas generaciones etc,POS,POS,0.997388303,"As a Salvadoran, I feel happy that our country can develop for the new generations, etc.",com salvadoreñ sient feliz pais pod desarrollar el nuev gener etc,0,C ó mo salvadore ñ o me siento feliz que nuestro pa í s pueda desarrollarse para las nuevas generaciones etc,c mo salvadore o me siento feliz que nuestro pa s pueda desarrollarse para las nuevas generaciones etc
235,Google en El Salvador,Wanakita Melgar,18-04-2024,02:02:57,4,Wow  muchas bendicionea senor precidente,POS,POS,0.797764123,"Wow, many blessings, Mr. President.",wow much bendicione senor precident,0,Wow muchas bendicionea senor precidente,wow  muchas bendicionea senor precidente
236,Google en El Salvador,Flor Silvestre,18-04-2024,02:24:08,6,Se fue la señal,NEU,NEG,0.998311162,The signal went away,señal,1,Se fue la se ñ al,se fue la se al
237,Google en El Salvador,Yanira Maricela Melara,18-04-2024,02:07:29,8,Me llega nuevas oportunidades para empleos.,POS,POS,0.520590961,I get new opportunities for jobs.,lleg nuev oportun emple,0,Me llega nuevas oportunidades para empleos .,me llega nuevas oportunidades para empleos 
238,Google en El Salvador,Rosy Blanco,18-04-2024,02:12:03,5,Excelente Presidente ,POS,POS,0.998727024,Excellent President,excelent president,0,Excelente Presidente,excelente presidente 
239,Google en El Salvador,Javier Rivera,18-04-2024,02:03:27,5,Excelente precidente,POS,POS,0.99812907,Excellent precedent,excelent precident,0,Excelente precidente,excelente precidente
240,Google en El Salvador,Xiomara Acevedo,18-04-2024,02:03:30,3,Bravo ,POS,POS,0.983473122,Bravo,brav,0,Bravo,bravo 
241,Google en El Salvador,Panel Clear,18-04-2024,02:04:48,3,En Cuba necesitamos alguien como usted,POS,NEU,0.945815504,In Cuba we need someone like you,cub necesit algui usted,0,En Cuba necesitamos alguien como usted,en cuba necesitamos alguien como usted
242,Google en El Salvador,Elisabeth Cardosa Cardosa,18-04-2024,02:02:48,3,NUESTRO PRECIDENTE ES UNICO,POS,NEU,0.998876751,OUR PRECIDENT IS UNIQUE,precident unic,0,NUESTRO PRECIDENTE ES UNICO,nuestro precidente es unico
243,Google en El Salvador,Lilia Fuertes Flores,18-04-2024,02:08:46,6,"Que bendición del País El Salvador,  su presidente",POS,POS,0.998278976,"What a blessing to the Country El Salvador, its president",bendicion pais salvador president,0,"Que bendici ó n del Pa í s El Salvador , su presidente",que bendici n del pa s el salvador   su presidente
244,Google en El Salvador,Saul Saul Calles,18-04-2024,02:04:24,5,Bravo ,POS,POS,0.983473122,Bravo,brav,0,Bravo,bravo 
245,Google en El Salvador,Edgardo Hernandez Rodriguez,18-04-2024,02:08:24,6,El. Mejor del mundo,POS,POS,0.998402536,The best in the world,mejor mund,0,El . Mejor del mundo,el  mejor del mundo
246,Google en El Salvador,Mirna Guzmán,18-04-2024,02:05:09,6,Bravo!!!,POS,POS,0.99848336,Bravo!!!,brav,0,Bravo ! ! !,bravo   
247,Google en El Salvador,Elmer A. Molina,18-04-2024,02:05:35,2,Buena propuesta ,POS,POS,0.998671532,Good suggestion,buen propuest,0,Buena propuesta,buena propuesta 
248,Google en El Salvador,Agustina Cabral,18-04-2024,02:05:50,5,Muy bien precidente,POS,POS,0.998386145,Very good precedent,bien precident,0,Muy bien precidente,muy bien precidente
249,Google en El Salvador,Yaniela Lisbet Pérez León,18-04-2024,02:08:46,4,El presidente que necesita Cuba,POS,POS,0.996659279,The president that Cuba needs,president necesit cub,0,El presidente que necesita Cuba,el presidente que necesita cuba
250,Google en El Salvador,Osmin Montoya Aguilar,18-04-2024,02:11:08,3,Amén,NEU,POS,0.988238037,Amen,amen,1,Am é n,am n
251,Google en El Salvador,Nisan Efe,18-04-2024,02:05:47,3,Cuba necesita un bukele,POS,NEU,0.986008942,Cuba needs a bukele,cub necesit bukel,0,Cuba necesita un bukele,cuba necesita un bukele
252,Google en El Salvador,Edgardo Luis,18-04-2024,02:06:59,6,Este  da cátedra al mundo entero.,NEU,NEU,0.984255612,This teaches the entire world.,dar catedr mund enter,1,Este da c á tedra al mundo entero .,este  da c tedra al mundo entero 
253,Google en El Salvador,Blanca Elizabeth Vasquez,18-04-2024,02:10:12,1,Super ,NEU,POS,0.997811735,Super,sup,1,Super,super 
254,Google en El Salvador,Infante Pepe,18-04-2024,02:03:22,6,Q buen presidente asi saliera una aca en el  Perú no asi como esos delincuentes q estan q gobiernan ahorita,NEG,NEG,0.997160077,"What a good president, if someone came out here in Peru, not like those criminals who govern right now",q buen president asi sal aca peru asi delincuent q estar q gobern ahorit,2,Q buen presidente asi saliera una aca en el Per ú no asi como esos delincuentes q estan q gobiernan ahorita,q buen presidente asi saliera una aca en el  per  no asi como esos delincuentes q estan q gobiernan ahorita
255,Google en El Salvador,Calderon AnnaLizzbeth,20-04-2024,00:43:35,1,Jeff Wick Exacto!!!,NEU,POS,0.54220432,Jeff Wick Exactly!!!,jeff wick exact,1,Jeff Wick Exacto ! ! !,jeff wick exacto   
256,Google en El Salvador,Karina Melini,20-04-2024,00:18:10,1,Jeff Wick Definitely ,NEU,NEU,0.998197258,Jeff Wick Definitely,jeff wick definitely,1,Jeff Wick Definitely,jeff wick definitely 
257,Google en El Salvador,Isabel Cardoza,18-04-2024,03:08:40,5,"Jeff Wick he brings growth and a vision beyond anyone around him can see. He loves his people because Salvadorians have suffered yet survived.  He sees that drive as inspiration.  Salvadorans do not seek a handout, they seek opportunity and they will work for it.  Growth is inevitable because Bukele’s leadership is grounded in God and God said, bless those who believed but did not see.  Our country believes and that believe is our drive.",POS,NEU,0.863540113,"Jeff Wick he brings growth and a vision beyond anyone around him can see. He loves his people because Salvadorians have suffered yet survived. He sees that drive as inspiration. Salvadorans do not seek a handout, they seek opportunity and they will work for it. Growth is inevitable because Bukele's leadership is grounded in God and God said, bless those who believed but did not see. Our country believes and that believe is our drive.",jeff wick brings growth and vision beyond anyon around him can see lov his peopl becaus salvadori hav suffer yet surviv sees that driv as inspiration salvador do not seek handout they seek opportunity and they will work for it growth is inevit becaus bukel s leadership is ground in god and god said bless tho el who believ but did not see our country believ and that believ is our driv,0,"Jeff Wick he brings growth and a vision beyond anyone around him can see . He loves his people because Salvadorians have suffered yet survived . He sees that drive as inspiration . Salvadorans do not seek a handout , they seek opportunity and they will work for it . Growth is inevitable because Bukele ’ s leadership is grounded in God and God said , bless those who believed but did not see . Our country believes and that believe is our drive .",jeff wick he brings growth and a vision beyond anyone around him can see  he loves his people because salvadorians have suffered yet survived   he sees that drive as inspiration   salvadorans do not seek a handout  they seek opportunity and they will work for it   growth is inevitable because bukele s leadership is grounded in god and god said  bless those who believed but did not see   our country believes and that believe is our drive 
258,Google en El Salvador,Luis Antonio,18-04-2024,02:55:31,1,"Jeff Wick thank you man his just 1 of kind, his a good man",POS,POS,0.997836888,"Jeff Wick thank you man his just 1 of kind, his a good man",jeff wick thank you man his just 1 of kind his good man,0,"Jeff Wick thank you man his just 1 of kind , his a good man",jeff wick thank you man his just 1 of kind  his a good man
259,Google en El Salvador,Francisco Javier Dominguez,18-04-2024,02:15:50,1,Jeff Wick  OK Totally agree,NEU,NEU,0.939505816,Jeff Wick OK Totally agree,jeff wick ok totally agre,1,Jeff Wick OK Totally agree,jeff wick  ok totally agree
260,Google en El Salvador,Andres Darwin,21-04-2024,00:47:54,0,Lucia Tendeza el esta haciendo lo mejor,POS,POS,0.998237133,Lucia Tendeza he is doing the best,luci tendez hac mejor,0,Lucia Tendeza el esta haciendo lo mejor,lucia tendeza el esta haciendo lo mejor
261,Google en El Salvador,Richard Ford,20-04-2024,23:37:37,0,"Edith Monterroza ⭒ hola debo decir que tienes una atracción tremenda en tu hermoso perfil.  Normalmente no está escrito en la sección de comentarios.  Creo que te mereces este comentario.  Lamento mucho entrometerme, pero sólo quiero que seamos amigos porque pareces agradable.  No quiero ser demasiado grosero al enviarle una solicitud sin su permiso.  Por eso te pido, si te conviene envíame una solicitud de amistad.",NEU,NEU,0.996691346,"Edith Monterroza ⭒ Hello, I must say that you have a tremendous attraction in your beautiful profile. It's usually not written in the comments section. I think you deserve this comment. I'm really sorry to butt in, but I just want to be friends because you seem nice. I don't want to be too rude by sending you a request without your permission. That's why I ask you, if it's convenient for you, send me a friend request.",edith monterroz hol deb dec atraccion tremend hermos perfil normal escrit seccion comentari cre merez comentari lament entromet sol quer amig parez agrad quer ser demasi groser enviar el solicitud permis ped si conven enviam solicitud amist,1,"Edith Monterroza ⭒ hola debo decir que tienes una atracci ó n tremenda en tu hermoso perfil . Normalmente no est á escrito en la secci ó n de comentarios . Creo que te mereces este comentario . Lamento mucho entrometerme , pero s ó lo quiero que seamos amigos porque pareces agradable . No quiero ser demasiado grosero al enviarle una solicitud sin su permiso . Por eso te pido , si te conviene env í ame una solicitud de amistad .",edith monterroza  hola debo decir que tienes una atracci n tremenda en tu hermoso perfil   normalmente no est  escrito en la secci n de comentarios   creo que te mereces este comentario   lamento mucho entrometerme  pero s lo quiero que seamos amigos porque pareces agradable   no quiero ser demasiado grosero al enviarle una solicitud sin su permiso   por eso te pido  si te conviene env ame una solicitud de amistad 
262,Google en El Salvador,Merissa Korkmaz,21-04-2024,00:03:17,0,Edgardo Luis ❤️,NEU,NEU,0.94139266,Edgardo Luis ❤️,edgard luis,1,Edgardo Luis ❤ ️,edgardo luis 
263,Google en El Salvador,Silvia Waimann,19-04-2024,22:09:16,0,Pinto Mayri Argentina también,NEU,NEU,0.99733448,I pinto Mayri Argentina too,pint mayri argentin,1,Pinto Mayri Argentina tambi é n,pinto mayri argentina tambi n
264,Google en El Salvador,Alejandra Rugerio,18-04-2024,05:22:06,0,Pinto Mayri México  tambien,NEU,NEU,0.997678578,I paint Mayri Mexico too,pint mayri mexic tambi,1,Pinto Mayri M é xico tambien,pinto mayri m xico  tambien
265,Google en El Salvador,Blanqui Méndez,18-04-2024,04:27:54,0,Pinto Mayri siiiii,NEU,NEU,0.818586052,Pinto Mayri yesss,pint mayri siiiii,1,Pinto Mayri siiiii,pinto mayri siiiii
266,Google en El Salvador,Maria Aguilar,18-04-2024,02:21:20,0,Si esexlente presidente,POS,NEU,0.972313881,If he is excellent president,si esexlent president,0,Si esexlente presidente,si esexlente presidente
267,Google en El Salvador,Merissa Korkmaz,21-04-2024,00:03:19,1,Osmin Montoya Aguilar ❤️,NEU,NEU,0.983774066,Osmin Montoya Aguilar ❤️,osmin montoy aguil,1,Osmin Montoya Aguilar ❤ ️,osmin montoya aguilar 
268,Google en El Salvador,Carlos Marquez,18-04-2024,14:16:23,0,Marelis Montoya yes  applause,NEU,NEU,0.998397887,Marelis Montoya yes applause,mareli montoy yes applaus,1,Marelis Montoya yes applause,marelis montoya yes  applause
269,Google en El Salvador,Juan Canas,18-04-2024,21:28:57,0,Bella Roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprecándose millones de dólares sinbalor,NEG,NEG,0.991607189,Bella Roxy for the sake of the proccimos sinco anosbamos there were those who manage to discover all that borrowed money like the Americans imprecating millions of dollars without worth,bell roxy proccim s sinc anosr hab lleg hac descubr tod plat prest american imprecar el millon dolar sinbalor,2,Bella Roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprec á ndose millones de d ó lares sinbalor,bella roxy por los proccimo s sinco anosbamos haber quien llega a hacer descubrimiento de toda esa plata prestada como los americanos imprec ndose millones de d lares sinbalor
270,Google en El Salvador,Jose Flores,18-04-2024,20:24:29,0,Kaarii Guti muy chivo irías a las playas y regresarías sano a casa. Andarías sin peligro por donde te gusta pasear  de día. Igual como de noche.,POS,NEU,0.985539794,"Kaarii Guti, very young, you would go to the beaches and return home healthy. You would walk safely where you like to walk during the day. Just like at night.",kaarii guti chiv iri play regres san cas andar peligr gust pas dia igual noch,0,Kaarii Guti muy chivo ir í as a las playas y regresar í as sano a casa . Andar í as sin peligro por donde te gusta pasear de d í a . Igual como de noche .,kaarii guti muy chivo ir as a las playas y regresar as sano a casa  andar as sin peligro por donde te gusta pasear  de d a  igual como de noche 
271,Google en El Salvador,Anilu Ri Manci,18-04-2024,14:10:30,0,Kaarii Gutivengace acá amamos y acogemos a los extranjeros..,NEU,POS,0.94865036,Kaarii Gutivengace here we love and welcome foreigners..,kaarii gutivengac aca amar acog extranjer,1,Kaarii Gutivengace ac á amamos y acogemos a los extranjeros . .,kaarii gutivengace ac  amamos y acogemos a los extranjeros  
272,Google en El Salvador,Martínez Anita,18-04-2024,02:48:22,3,Kaarii Guti Bienvenido la puerta están abiertas,NEU,NEU,0.844033122,Kaarii Guti Welcome the door is open,kaarii guti bienven puert abiert,1,Kaarii Guti Bienvenido la puerta est á n abiertas,kaarii guti bienvenido la puerta est n abiertas
273,Google en El Salvador,Karina Melini,20-04-2024,00:16:27,0,Maurtua Uchuya Jackeline Si Estados Unidos tuviera un 10% de Bukele ,NEU,NEU,0.944915175,Maurtua Uchuya Jackeline If the United States had 10% of Bukele,maurtu uchu jackelin si unid 10 bukel,1,Maurtua Uchuya Jackeline Si Estados Unidos tuviera un 10 % de Bukele,maurtua uchuya jackeline si estados unidos tuviera un 10  de bukele 
274,Google en El Salvador,Carlos Divi,19-04-2024,04:20:20,1,Maurtua Uchuya Jackeline Los caviares lo destrozan,NEU,NEG,0.998655796,Maurtua Uchuya Jackeline The caviars destroy it,maurtu uchu jackelin caviar destroz,1,Maurtua Uchuya Jackeline Los caviares lo destrozan,maurtua uchuya jackeline los caviares lo destrozan
275,Google en El Salvador,C̤'̤E̤s̤t̤ L̤a̤ M̤o̤r̤t̤,18-04-2024,02:01:04,3,Genial,NEU,POS,0.998587728,Brilliant,genial,1,Genial,genial
276,Google en El Salvador,Noe Orellana,18-04-2024,02:09:54,3,Gloria aDios ,NEU,POS,0.989366591,Glory to God,glori adi,1,Gloria aDios,gloria adios 
277,Google en El Salvador,Gustavo Orellana,18-04-2024,02:11:12,2,Amen ❤️,NEU,NEU,0.989711523,Amen ❤️,amar,1,Amen ❤ ️,amen 
278,Google en El Salvador,Jose Sanchez,18-04-2024,02:02:52,3,Hola ,NEU,NEU,0.941495597,Hello,hol,1,Hola,hola 
279,Google en El Salvador,María Alexandra Ramos,18-04-2024,02:10:26,8, Necesitamos un BUKELE en Guatemala!!!!,POS,NEU,0.990779519, We need a BUKELE in Guatemala!!!!,necesit bukel guatemal,0,Necesitamos un BUKELE en Guatemala ! ! ! !, necesitamos un bukele en guatemala    
280,Google en El Salvador,Cynthia Scarola,18-04-2024,02:07:05,2,The best!!! From New York!!!,NEU,POS,0.998243928,The best!!! From New York!!!,the best from new york,1,The best ! ! ! From New York ! ! !,the best    from new york   
281,Google en El Salvador,Ferch Link,18-04-2024,02:06:29,3,Al fin podremos recuperar la contraseña para entrar a free fire.,NEU,NEU,0.592729151,Finally we can recover the password to enter Free Fire.,fin pod recuper contraseñ entrar fre fir,1,Al fin podremos recuperar la contrase ñ a para entrar a free fire .,al fin podremos recuperar la contrase a para entrar a free fire 
282,Google en El Salvador,Alifa Fonzié,18-04-2024,02:03:10,0,Bonjour depuis dubaï,NEU,POS,0.97123915,Bonjour after dubai,bonjour depuis dub,1,Bonjour depuis duba ï,bonjour depuis duba 
283,Google en El Salvador,Jeff Ros,18-04-2024,02:09:11,0,Unifique Centroamerica .. Sr Bukele,NEG,NEU,0.99897027,Unify Central America .. Mr Bukele,unifiqu centroamer sr bukel,2,Unifique Centroamerica . . Sr Bukele,unifique centroamerica    sr bukele
284,Google en El Salvador,Ventura Martinez,18-04-2024,02:06:01,6,Excelente porque cuando yo estudié de1996 a 2008 todo era pagado y es bueno lo que está haciendo por los niños y jóvenes,POS,POS,0.99822098,Excellent because when I studied from 1996 to 2008 everything was paid for and what it is doing for children and young people is good,excelent estudi de1996 2008 pag buen hac niñ jov,0,Excelente porque cuando yo estudi é de 1996 a 2008 todo era pagado y es bueno lo que est á haciendo por los ni ñ os y j ó venes,excelente porque cuando yo estudi  de1996 a 2008 todo era pagado y es bueno lo que est  haciendo por los ni os y j venes
285,Google en El Salvador,Mercy Sierva D Dios,18-04-2024,02:06:30,14,Dios bendiga a El Salvador  y todo su pueblo.,NEU,POS,0.973771513,God bless El Salvador and all its people.,dio bendig salvador puebl,1,Dios bendiga a El Salvador y todo su pueblo .,dios bendiga a el salvador  y todo su pueblo 
286,Google en El Salvador,Alexis Vigil Campos,18-04-2024,02:17:27,11,El Salvador como Ejemplo en Latino America! ,POS,NEU,0.952055872,El Salvador as an Example in Latin America!,salvador ejempl latin amer,0,El Salvador como Ejemplo en Latino America !,el salvador como ejemplo en latino america  
287,Google en El Salvador,Idania Leiva,18-04-2024,17:26:56,1,"Eso no solo representa superación en el país, también representa una fuente de trabajo para la población,  el mejor presidente",POS,POS,0.998422504,"That not only represents improvement in the country, it also represents a source of work for the population, the best president",sol represent super pais represent fuent trabaj poblacion mejor president,0,"Eso no solo representa superaci ó n en el pa í s , tambi é n representa una fuente de trabajo para la poblaci ó n , el mejor presidente",eso no solo representa superaci n en el pa s  tambi n representa una fuente de trabajo para la poblaci n   el mejor presidente
